pk_resumen,lat,lon,score_final,dias_evaluados,dias_optimos,pct_optimos,mes,score_mensual_promedio,variabilidad_score,confort_pct_mes,desviacion_estacional,aggregated_at
4.79961|-75.799523|12,4.79961,-75.799523,73.03,3643,292,8.02,12,61.78,17.07,48.51,-11.25,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|1,4.999611,-75.599522,73.0,3643,132,3.62,1,61.8,18.87,48.82,-11.2,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|2,4.999611,-75.599522,73.0,3643,132,3.62,2,64.84,18.46,55.99,-8.16,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|3,4.999611,-75.599522,73.0,3643,132,3.62,3,64.74,17.04,55.4,-8.26,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|4,4.999611,-75.599522,73.0,3643,132,3.62,4,63.63,16.46,53.15,-9.37,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|5,4.999611,-75.599522,73.0,3643,132,3.62,5,62.83,16.12,51.47,-10.17,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|6,4.999611,-75.599522,73.0,3643,132,3.62,6,63.33,16.33,52.0,-9.67,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|7,4.999611,-75.599522,73.0,3643,132,3.62,7,64.18,18.1,54.56,-8.82,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|8,4.999611,-75.599522,73.0,3643,132,3.62,8,64.38,20.31,56.12,-8.62,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|9,4.999611,-75.599522,73.0,3643,132,3.62,9,65.32,20.08,57.73,-7.68,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|10,4.999611,-75.599522,73.0,3643,132,3.62,10,62.44,17.07,50.36,-10.56,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|11,4.999611,-75.599522,73.0,3643,132,3.62,11,60.46,16.17,44.35,-12.54,2026-04-14 09:57:56.419936-05
4.999611|-75.599522|12,4.999611,-75.599522,73.0,3643,132,3.62,12,61.78,17.07,48.51,-11.22,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|1,4.999611,-75.799523,72.66,3643,185,5.08,1,61.8,18.87,48.82,-10.86,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|2,4.999611,-75.799523,72.66,3643,185,5.08,2,64.84,18.46,55.99,-7.82,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|3,4.999611,-75.799523,72.66,3643,185,5.08,3,64.74,17.04,55.4,-7.92,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|4,4.999611,-75.799523,72.66,3643,185,5.08,4,63.63,16.46,53.15,-9.03,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|5,4.999611,-75.799523,72.66,3643,185,5.08,5,62.83,16.12,51.47,-9.83,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|6,4.999611,-75.799523,72.66,3643,185,5.08,6,63.33,16.33,52.0,-9.33,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|7,4.999611,-75.799523,72.66,3643,185,5.08,7,64.18,18.1,54.56,-8.48,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|8,4.999611,-75.799523,72.66,3643,185,5.08,8,64.38,20.31,56.12,-8.28,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|9,4.999611,-75.799523,72.66,3643,185,5.08,9,65.32,20.08,57.73,-7.34,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|10,4.999611,-75.799523,72.66,3643,185,5.08,10,62.44,17.07,50.36,-10.22,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|11,4.999611,-75.799523,72.66,3643,185,5.08,11,60.46,16.17,44.35,-12.2,2026-04-14 09:57:56.419936-05
4.999611|-75.799523|12,4.999611,-75.799523,72.66,3643,185,5.08,12,61.78,17.07,48.51,-10.88,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|1,5.399613,-75.999524,72.6,3643,164,4.5,1,61.8,18.87,48.82,-10.8,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|2,5.399613,-75.999524,72.6,3643,164,4.5,2,64.84,18.46,55.99,-7.76,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|3,5.399613,-75.999524,72.6,3643,164,4.5,3,64.74,17.04,55.4,-7.86,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|4,5.399613,-75.999524,72.6,3643,164,4.5,4,63.63,16.46,53.15,-8.97,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|5,5.399613,-75.999524,72.6,3643,164,4.5,5,62.83,16.12,51.47,-9.77,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|6,5.399613,-75.999524,72.6,3643,164,4.5,6,63.33,16.33,52.0,-9.27,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|7,5.399613,-75.999524,72.6,3643,164,4.5,7,64.18,18.1,54.56,-8.42,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|8,5.399613,-75.999524,72.6,3643,164,4.5,8,64.38,20.31,56.12,-8.22,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|9,5.399613,-75.999524,72.6,3643,164,4.5,9,65.32,20.08,57.73,-7.28,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|10,5.399613,-75.999524,72.6,3643,164,4.5,10,62.44,17.07,50.36,-10.16,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|11,5.399613,-75.999524,72.6,3643,164,4.5,11,60.46,16.17,44.35,-12.14,2026-04-14 09:57:56.419936-05
5.399613|-75.999524|12,5.399613,-75.999524,72.6,3643,164,4.5,12,61.78,17.07,48.51,-10.82,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|1,4.89961,-75.799523,72.46,3643,182,5.0,1,61.8,18.87,48.82,-10.66,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|2,4.89961,-75.799523,72.46,3643,182,5.0,2,64.84,18.46,55.99,-7.62,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|3,4.89961,-75.799523,72.46,3643,182,5.0,3,64.74,17.04,55.4,-7.72,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|4,4.89961,-75.799523,72.46,3643,182,5.0,4,63.63,16.46,53.15,-8.83,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|5,4.89961,-75.799523,72.46,3643,182,5.0,5,62.83,16.12,51.47,-9.63,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|6,4.89961,-75.799523,72.46,3643,182,5.0,6,63.33,16.33,52.0,-9.13,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|7,4.89961,-75.799523,72.46,3643,182,5.0,7,64.18,18.1,54.56,-8.28,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|8,4.89961,-75.799523,72.46,3643,182,5.0,8,64.38,20.31,56.12,-8.08,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|9,4.89961,-75.799523,72.46,3643,182,5.0,9,65.32,20.08,57.73,-7.14,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|10,4.89961,-75.799523,72.46,3643,182,5.0,10,62.44,17.07,50.36,-10.02,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|11,4.89961,-75.799523,72.46,3643,182,5.0,11,60.46,16.17,44.35,-12.0,2026-04-14 09:57:56.419936-05
4.89961|-75.799523|12,4.89961,-75.799523,72.46,3643,182,5.0,12,61.78,17.07,48.51,-10.68,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|1,4.69961,-75.699523,72.43,3643,334,9.17,1,61.8,18.87,48.82,-10.63,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|1,5.099611,-75.899524,72.43,3643,202,5.54,1,61.8,18.87,48.82,-10.63,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|2,4.69961,-75.699523,72.43,3643,334,9.17,2,64.84,18.46,55.99,-7.59,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|2,5.099611,-75.899524,72.43,3643,202,5.54,2,64.84,18.46,55.99,-7.59,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|3,4.69961,-75.699523,72.43,3643,334,9.17,3,64.74,17.04,55.4,-7.69,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|3,5.099611,-75.899524,72.43,3643,202,5.54,3,64.74,17.04,55.4,-7.69,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|4,5.099611,-75.899524,72.43,3643,202,5.54,4,63.63,16.46,53.15,-8.8,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|4,4.69961,-75.699523,72.43,3643,334,9.17,4,63.63,16.46,53.15,-8.8,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|5,4.69961,-75.699523,72.43,3643,334,9.17,5,62.83,16.12,51.47,-9.6,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|5,5.099611,-75.899524,72.43,3643,202,5.54,5,62.83,16.12,51.47,-9.6,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|6,4.69961,-75.699523,72.43,3643,334,9.17,6,63.33,16.33,52.0,-9.1,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|6,5.099611,-75.899524,72.43,3643,202,5.54,6,63.33,16.33,52.0,-9.1,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|7,4.69961,-75.699523,72.43,3643,334,9.17,7,64.18,18.1,54.56,-8.25,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|7,5.099611,-75.899524,72.43,3643,202,5.54,7,64.18,18.1,54.56,-8.25,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|8,4.69961,-75.699523,72.43,3643,334,9.17,8,64.38,20.31,56.12,-8.05,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|8,5.099611,-75.899524,72.43,3643,202,5.54,8,64.38,20.31,56.12,-8.05,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|9,4.69961,-75.699523,72.43,3643,334,9.17,9,65.32,20.08,57.73,-7.11,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|9,5.099611,-75.899524,72.43,3643,202,5.54,9,65.32,20.08,57.73,-7.11,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|10,4.69961,-75.699523,72.43,3643,334,9.17,10,62.44,17.07,50.36,-9.99,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|10,5.099611,-75.899524,72.43,3643,202,5.54,10,62.44,17.07,50.36,-9.99,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|11,5.099611,-75.899524,72.43,3643,202,5.54,11,60.46,16.17,44.35,-11.97,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|11,4.69961,-75.699523,72.43,3643,334,9.17,11,60.46,16.17,44.35,-11.97,2026-04-14 09:57:56.419936-05
5.099611|-75.899524|12,5.099611,-75.899524,72.43,3643,202,5.54,12,61.78,17.07,48.51,-10.65,2026-04-14 09:57:56.419936-05
4.69961|-75.699523|12,4.69961,-75.699523,72.43,3643,334,9.17,12,61.78,17.07,48.51,-10.65,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|1,5.499613,-76.099525,72.29,3643,90,2.47,1,61.8,18.87,48.82,-10.49,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|2,5.499613,-76.099525,72.29,3643,90,2.47,2,64.84,18.46,55.99,-7.45,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|3,5.499613,-76.099525,72.29,3643,90,2.47,3,64.74,17.04,55.4,-7.55,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|4,5.499613,-76.099525,72.29,3643,90,2.47,4,63.63,16.46,53.15,-8.66,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|5,5.499613,-76.099525,72.29,3643,90,2.47,5,62.83,16.12,51.47,-9.46,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|6,5.499613,-76.099525,72.29,3643,90,2.47,6,63.33,16.33,52.0,-8.96,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|7,5.499613,-76.099525,72.29,3643,90,2.47,7,64.18,18.1,54.56,-8.11,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|8,5.499613,-76.099525,72.29,3643,90,2.47,8,64.38,20.31,56.12,-7.91,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|9,5.499613,-76.099525,72.29,3643,90,2.47,9,65.32,20.08,57.73,-6.97,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|10,5.499613,-76.099525,72.29,3643,90,2.47,10,62.44,17.07,50.36,-9.85,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|11,5.499613,-76.099525,72.29,3643,90,2.47,11,60.46,16.17,44.35,-11.83,2026-04-14 09:57:56.419936-05
5.499613|-76.099525|12,5.499613,-76.099525,72.29,3643,90,2.47,12,61.78,17.07,48.51,-10.51,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|1,4.599609,-75.899524,72.25,3643,259,7.11,1,61.8,18.87,48.82,-10.45,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|2,4.599609,-75.899524,72.25,3643,259,7.11,2,64.84,18.46,55.99,-7.41,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|3,4.599609,-75.899524,72.25,3643,259,7.11,3,64.74,17.04,55.4,-7.51,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|4,4.599609,-75.899524,72.25,3643,259,7.11,4,63.63,16.46,53.15,-8.62,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|5,4.599609,-75.899524,72.25,3643,259,7.11,5,62.83,16.12,51.47,-9.42,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|6,4.599609,-75.899524,72.25,3643,259,7.11,6,63.33,16.33,52.0,-8.92,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|7,4.599609,-75.899524,72.25,3643,259,7.11,7,64.18,18.1,54.56,-8.07,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|8,4.599609,-75.899524,72.25,3643,259,7.11,8,64.38,20.31,56.12,-7.87,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|9,4.599609,-75.899524,72.25,3643,259,7.11,9,65.32,20.08,57.73,-6.93,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|10,4.599609,-75.899524,72.25,3643,259,7.11,10,62.44,17.07,50.36,-9.81,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|11,4.599609,-75.899524,72.25,3643,259,7.11,11,60.46,16.17,44.35,-11.79,2026-04-14 09:57:56.419936-05
4.599609|-75.899524|12,4.599609,-75.899524,72.25,3643,259,7.11,12,61.78,17.07,48.51,-10.47,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|1,4.599609,-75.699523,72.23,3643,499,13.7,1,61.8,18.87,48.82,-10.43,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|1,5.299612,-75.999524,72.23,3643,145,3.98,1,61.8,18.87,48.82,-10.43,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|2,4.599609,-75.699523,72.23,3643,499,13.7,2,64.84,18.46,55.99,-7.39,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|2,5.299612,-75.999524,72.23,3643,145,3.98,2,64.84,18.46,55.99,-7.39,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|3,5.299612,-75.999524,72.23,3643,145,3.98,3,64.74,17.04,55.4,-7.49,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|3,4.599609,-75.699523,72.23,3643,499,13.7,3,64.74,17.04,55.4,-7.49,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|4,4.599609,-75.699523,72.23,3643,499,13.7,4,63.63,16.46,53.15,-8.6,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|4,5.299612,-75.999524,72.23,3643,145,3.98,4,63.63,16.46,53.15,-8.6,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|5,4.599609,-75.699523,72.23,3643,499,13.7,5,62.83,16.12,51.47,-9.4,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|5,5.299612,-75.999524,72.23,3643,145,3.98,5,62.83,16.12,51.47,-9.4,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|6,4.599609,-75.699523,72.23,3643,499,13.7,6,63.33,16.33,52.0,-8.9,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|6,5.299612,-75.999524,72.23,3643,145,3.98,6,63.33,16.33,52.0,-8.9,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|7,5.299612,-75.999524,72.23,3643,145,3.98,7,64.18,18.1,54.56,-8.05,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|7,4.599609,-75.699523,72.23,3643,499,13.7,7,64.18,18.1,54.56,-8.05,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|8,5.299612,-75.999524,72.23,3643,145,3.98,8,64.38,20.31,56.12,-7.85,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|8,4.599609,-75.699523,72.23,3643,499,13.7,8,64.38,20.31,56.12,-7.85,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|9,4.599609,-75.699523,72.23,3643,499,13.7,9,65.32,20.08,57.73,-6.91,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|9,5.299612,-75.999524,72.23,3643,145,3.98,9,65.32,20.08,57.73,-6.91,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|10,4.599609,-75.699523,72.23,3643,499,13.7,10,62.44,17.07,50.36,-9.79,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|10,5.299612,-75.999524,72.23,3643,145,3.98,10,62.44,17.07,50.36,-9.79,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|11,5.299612,-75.999524,72.23,3643,145,3.98,11,60.46,16.17,44.35,-11.77,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|11,4.599609,-75.699523,72.23,3643,499,13.7,11,60.46,16.17,44.35,-11.77,2026-04-14 09:57:56.419936-05
5.299612|-75.999524|12,5.299612,-75.999524,72.23,3643,145,3.98,12,61.78,17.07,48.51,-10.45,2026-04-14 09:57:56.419936-05
4.599609|-75.699523|12,4.599609,-75.699523,72.23,3643,499,13.7,12,61.78,17.07,48.51,-10.45,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|1,5.199612,-75.799523,72.12,3643,271,7.44,1,61.8,18.87,48.82,-10.32,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|2,5.199612,-75.799523,72.12,3643,271,7.44,2,64.84,18.46,55.99,-7.28,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|3,5.199612,-75.799523,72.12,3643,271,7.44,3,64.74,17.04,55.4,-7.38,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|4,5.199612,-75.799523,72.12,3643,271,7.44,4,63.63,16.46,53.15,-8.49,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|5,5.199612,-75.799523,72.12,3643,271,7.44,5,62.83,16.12,51.47,-9.29,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|6,5.199612,-75.799523,72.12,3643,271,7.44,6,63.33,16.33,52.0,-8.79,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|7,5.199612,-75.799523,72.12,3643,271,7.44,7,64.18,18.1,54.56,-7.94,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|8,5.199612,-75.799523,72.12,3643,271,7.44,8,64.38,20.31,56.12,-7.74,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|9,5.199612,-75.799523,72.12,3643,271,7.44,9,65.32,20.08,57.73,-6.8,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|10,5.199612,-75.799523,72.12,3643,271,7.44,10,62.44,17.07,50.36,-9.68,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|11,5.199612,-75.799523,72.12,3643,271,7.44,11,60.46,16.17,44.35,-11.66,2026-04-14 09:57:56.419936-05
5.199612|-75.799523|12,5.199612,-75.799523,72.12,3643,271,7.44,12,61.78,17.07,48.51,-10.34,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|1,4.499609,-76.099525,71.41,3643,168,4.61,1,61.8,18.87,48.82,-9.61,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|2,4.499609,-76.099525,71.41,3643,168,4.61,2,64.84,18.46,55.99,-6.57,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|3,4.499609,-76.099525,71.41,3643,168,4.61,3,64.74,17.04,55.4,-6.67,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|4,4.499609,-76.099525,71.41,3643,168,4.61,4,63.63,16.46,53.15,-7.78,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|5,4.499609,-76.099525,71.41,3643,168,4.61,5,62.83,16.12,51.47,-8.58,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|6,4.499609,-76.099525,71.41,3643,168,4.61,6,63.33,16.33,52.0,-8.08,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|7,4.499609,-76.099525,71.41,3643,168,4.61,7,64.18,18.1,54.56,-7.23,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|8,4.499609,-76.099525,71.41,3643,168,4.61,8,64.38,20.31,56.12,-7.03,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|9,4.499609,-76.099525,71.41,3643,168,4.61,9,65.32,20.08,57.73,-6.09,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|10,4.499609,-76.099525,71.41,3643,168,4.61,10,62.44,17.07,50.36,-8.97,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|11,4.499609,-76.099525,71.41,3643,168,4.61,11,60.46,16.17,44.35,-10.95,2026-04-14 09:57:56.419936-05
4.499609|-76.099525|12,4.499609,-76.099525,71.41,3643,168,4.61,12,61.78,17.07,48.51,-9.63,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|1,5.299612,-76.099525,71.12,3643,31,0.85,1,61.8,18.87,48.82,-9.32,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|2,5.299612,-76.099525,71.12,3643,31,0.85,2,64.84,18.46,55.99,-6.28,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|3,5.299612,-76.099525,71.12,3643,31,0.85,3,64.74,17.04,55.4,-6.38,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|4,5.299612,-76.099525,71.12,3643,31,0.85,4,63.63,16.46,53.15,-7.49,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|5,5.299612,-76.099525,71.12,3643,31,0.85,5,62.83,16.12,51.47,-8.29,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|6,5.299612,-76.099525,71.12,3643,31,0.85,6,63.33,16.33,52.0,-7.79,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|7,5.299612,-76.099525,71.12,3643,31,0.85,7,64.18,18.1,54.56,-6.94,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|8,5.299612,-76.099525,71.12,3643,31,0.85,8,64.38,20.31,56.12,-6.74,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|9,5.299612,-76.099525,71.12,3643,31,0.85,9,65.32,20.08,57.73,-5.8,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|10,5.299612,-76.099525,71.12,3643,31,0.85,10,62.44,17.07,50.36,-8.68,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|11,5.299612,-76.099525,71.12,3643,31,0.85,11,60.46,16.17,44.35,-10.66,2026-04-14 09:57:56.419936-05
5.299612|-76.099525|12,5.299612,-76.099525,71.12,3643,31,0.85,12,61.78,17.07,48.51,-9.34,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|1,4.79961,-76.099525,71.01,3643,120,3.29,1,61.8,18.87,48.82,-9.21,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|2,4.79961,-76.099525,71.01,3643,120,3.29,2,64.84,18.46,55.99,-6.17,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|3,4.79961,-76.099525,71.01,3643,120,3.29,3,64.74,17.04,55.4,-6.27,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|4,4.79961,-76.099525,71.01,3643,120,3.29,4,63.63,16.46,53.15,-7.38,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|5,4.79961,-76.099525,71.01,3643,120,3.29,5,62.83,16.12,51.47,-8.18,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|6,4.79961,-76.099525,71.01,3643,120,3.29,6,63.33,16.33,52.0,-7.68,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|7,4.79961,-76.099525,71.01,3643,120,3.29,7,64.18,18.1,54.56,-6.83,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|8,4.79961,-76.099525,71.01,3643,120,3.29,8,64.38,20.31,56.12,-6.63,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|9,4.79961,-76.099525,71.01,3643,120,3.29,9,65.32,20.08,57.73,-5.69,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|10,4.79961,-76.099525,71.01,3643,120,3.29,10,62.44,17.07,50.36,-8.57,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|11,4.79961,-76.099525,71.01,3643,120,3.29,11,60.46,16.17,44.35,-10.55,2026-04-14 09:57:56.419936-05
4.79961|-76.099525|12,4.79961,-76.099525,71.01,3643,120,3.29,12,61.78,17.07,48.51,-9.23,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|1,4.499609,-75.699523,70.9,3643,545,14.96,1,61.8,18.87,48.82,-9.1,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|2,4.499609,-75.699523,70.9,3643,545,14.96,2,64.84,18.46,55.99,-6.06,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|3,4.499609,-75.699523,70.9,3643,545,14.96,3,64.74,17.04,55.4,-6.16,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|4,4.499609,-75.699523,70.9,3643,545,14.96,4,63.63,16.46,53.15,-7.27,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|5,4.499609,-75.699523,70.9,3643,545,14.96,5,62.83,16.12,51.47,-8.07,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|6,4.499609,-75.699523,70.9,3643,545,14.96,6,63.33,16.33,52.0,-7.57,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|7,4.499609,-75.699523,70.9,3643,545,14.96,7,64.18,18.1,54.56,-6.72,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|8,4.499609,-75.699523,70.9,3643,545,14.96,8,64.38,20.31,56.12,-6.52,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|9,4.499609,-75.699523,70.9,3643,545,14.96,9,65.32,20.08,57.73,-5.58,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|10,4.499609,-75.699523,70.9,3643,545,14.96,10,62.44,17.07,50.36,-8.46,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|11,4.499609,-75.699523,70.9,3643,545,14.96,11,60.46,16.17,44.35,-10.44,2026-04-14 09:57:56.419936-05
4.499609|-75.699523|12,4.499609,-75.699523,70.9,3643,545,14.96,12,61.78,17.07,48.51,-9.12,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|1,4.79961,-75.999524,70.89,3643,176,4.83,1,61.8,18.87,48.82,-9.09,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|2,4.79961,-75.999524,70.89,3643,176,4.83,2,64.84,18.46,55.99,-6.05,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|3,4.79961,-75.999524,70.89,3643,176,4.83,3,64.74,17.04,55.4,-6.15,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|4,4.79961,-75.999524,70.89,3643,176,4.83,4,63.63,16.46,53.15,-7.26,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|5,4.79961,-75.999524,70.89,3643,176,4.83,5,62.83,16.12,51.47,-8.06,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|6,4.79961,-75.999524,70.89,3643,176,4.83,6,63.33,16.33,52.0,-7.56,2026-04-14 09:57:56.419936-05
4.79961|-75.999524|7,4.79961,-75.999524,70.89,3643,176,4.83,7,64.18,18.1,54.56,-6.71,2026-04-14 09:57:56.419936-05
