pk_resumen,lat,lon,score_final,dias_evaluados,dias_optimos,pct_optimos,mes,score_mensual_promedio,variabilidad_score,confort_pct_mes,desviacion_estacional,aggregated_at
5.499613|-75.699523|12,5.499613,-75.699523,53.73,3643,51,1.4,12,61.78,17.07,48.51,8.05,2026-04-14 09:57:56.419936-05
4.999611|-75.499522|12,4.999611,-75.499522,53.73,3643,75,2.06,12,61.78,17.07,48.51,8.05,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|1,4.499609,-75.499522,53.64,3643,0,0.0,1,61.8,18.87,48.82,8.16,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|2,4.499609,-75.499522,53.64,3643,0,0.0,2,64.84,18.46,55.99,11.2,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|3,4.499609,-75.499522,53.64,3643,0,0.0,3,64.74,17.04,55.4,11.1,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|4,4.499609,-75.499522,53.64,3643,0,0.0,4,63.63,16.46,53.15,9.99,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|5,4.499609,-75.499522,53.64,3643,0,0.0,5,62.83,16.12,51.47,9.19,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|6,4.499609,-75.499522,53.64,3643,0,0.0,6,63.33,16.33,52.0,9.69,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|7,4.499609,-75.499522,53.64,3643,0,0.0,7,64.18,18.1,54.56,10.54,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|8,4.499609,-75.499522,53.64,3643,0,0.0,8,64.38,20.31,56.12,10.74,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|9,4.499609,-75.499522,53.64,3643,0,0.0,9,65.32,20.08,57.73,11.68,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|10,4.499609,-75.499522,53.64,3643,0,0.0,10,62.44,17.07,50.36,8.8,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|11,4.499609,-75.499522,53.64,3643,0,0.0,11,60.46,16.17,44.35,6.82,2026-04-14 09:57:56.419936-05
4.499609|-75.499522|12,4.499609,-75.499522,53.64,3643,0,0.0,12,61.78,17.07,48.51,8.14,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|1,4.199607,-75.699523,53.62,3643,0,0.0,1,61.8,18.87,48.82,8.18,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|2,4.199607,-75.699523,53.62,3643,0,0.0,2,64.84,18.46,55.99,11.22,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|3,4.199607,-75.699523,53.62,3643,0,0.0,3,64.74,17.04,55.4,11.12,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|4,4.199607,-75.699523,53.62,3643,0,0.0,4,63.63,16.46,53.15,10.01,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|5,4.199607,-75.699523,53.62,3643,0,0.0,5,62.83,16.12,51.47,9.21,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|6,4.199607,-75.699523,53.62,3643,0,0.0,6,63.33,16.33,52.0,9.71,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|7,4.199607,-75.699523,53.62,3643,0,0.0,7,64.18,18.1,54.56,10.56,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|8,4.199607,-75.699523,53.62,3643,0,0.0,8,64.38,20.31,56.12,10.76,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|9,4.199607,-75.699523,53.62,3643,0,0.0,9,65.32,20.08,57.73,11.7,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|10,4.199607,-75.699523,53.62,3643,0,0.0,10,62.44,17.07,50.36,8.82,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|11,4.199607,-75.699523,53.62,3643,0,0.0,11,60.46,16.17,44.35,6.84,2026-04-14 09:57:56.419936-05
4.199607|-75.699523|12,4.199607,-75.699523,53.62,3643,0,0.0,12,61.78,17.07,48.51,8.16,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|1,4.89961,-75.399521,53.49,3643,0,0.0,1,61.8,18.87,48.82,8.31,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|2,4.89961,-75.399521,53.49,3643,0,0.0,2,64.84,18.46,55.99,11.35,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|3,4.89961,-75.399521,53.49,3643,0,0.0,3,64.74,17.04,55.4,11.25,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|4,4.89961,-75.399521,53.49,3643,0,0.0,4,63.63,16.46,53.15,10.14,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|5,4.89961,-75.399521,53.49,3643,0,0.0,5,62.83,16.12,51.47,9.34,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|6,4.89961,-75.399521,53.49,3643,0,0.0,6,63.33,16.33,52.0,9.84,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|7,4.89961,-75.399521,53.49,3643,0,0.0,7,64.18,18.1,54.56,10.69,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|8,4.89961,-75.399521,53.49,3643,0,0.0,8,64.38,20.31,56.12,10.89,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|9,4.89961,-75.399521,53.49,3643,0,0.0,9,65.32,20.08,57.73,11.83,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|10,4.89961,-75.399521,53.49,3643,0,0.0,10,62.44,17.07,50.36,8.95,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|11,4.89961,-75.399521,53.49,3643,0,0.0,11,60.46,16.17,44.35,6.97,2026-04-14 09:57:56.419936-05
4.89961|-75.399521|12,4.89961,-75.399521,53.49,3643,0,0.0,12,61.78,17.07,48.51,8.29,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|1,5.599614,-75.799523,53.26,3643,0,0.0,1,61.8,18.87,48.82,8.54,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|2,5.599614,-75.799523,53.26,3643,0,0.0,2,64.84,18.46,55.99,11.58,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|3,5.599614,-75.799523,53.26,3643,0,0.0,3,64.74,17.04,55.4,11.48,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|4,5.599614,-75.799523,53.26,3643,0,0.0,4,63.63,16.46,53.15,10.37,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|5,5.599614,-75.799523,53.26,3643,0,0.0,5,62.83,16.12,51.47,9.57,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|6,5.599614,-75.799523,53.26,3643,0,0.0,6,63.33,16.33,52.0,10.07,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|7,5.599614,-75.799523,53.26,3643,0,0.0,7,64.18,18.1,54.56,10.92,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|8,5.599614,-75.799523,53.26,3643,0,0.0,8,64.38,20.31,56.12,11.12,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|9,5.599614,-75.799523,53.26,3643,0,0.0,9,65.32,20.08,57.73,12.06,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|10,5.599614,-75.799523,53.26,3643,0,0.0,10,62.44,17.07,50.36,9.18,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|11,5.599614,-75.799523,53.26,3643,0,0.0,11,60.46,16.17,44.35,7.2,2026-04-14 09:57:56.419936-05
5.599614|-75.799523|12,5.599614,-75.799523,53.26,3643,0,0.0,12,61.78,17.07,48.51,8.52,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|1,4.099607,-75.699523,53.17,3643,0,0.0,1,61.8,18.87,48.82,8.63,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|2,4.099607,-75.699523,53.17,3643,0,0.0,2,64.84,18.46,55.99,11.67,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|3,4.099607,-75.699523,53.17,3643,0,0.0,3,64.74,17.04,55.4,11.57,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|4,4.099607,-75.699523,53.17,3643,0,0.0,4,63.63,16.46,53.15,10.46,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|5,4.099607,-75.699523,53.17,3643,0,0.0,5,62.83,16.12,51.47,9.66,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|6,4.099607,-75.699523,53.17,3643,0,0.0,6,63.33,16.33,52.0,10.16,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|7,4.099607,-75.699523,53.17,3643,0,0.0,7,64.18,18.1,54.56,11.01,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|8,4.099607,-75.699523,53.17,3643,0,0.0,8,64.38,20.31,56.12,11.21,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|9,4.099607,-75.699523,53.17,3643,0,0.0,9,65.32,20.08,57.73,12.15,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|10,4.099607,-75.699523,53.17,3643,0,0.0,10,62.44,17.07,50.36,9.27,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|11,4.099607,-75.699523,53.17,3643,0,0.0,11,60.46,16.17,44.35,7.29,2026-04-14 09:57:56.419936-05
4.099607|-75.699523|12,4.099607,-75.699523,53.17,3643,0,0.0,12,61.78,17.07,48.51,8.61,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|1,4.599609,-75.399521,53.07,3643,0,0.0,1,61.8,18.87,48.82,8.73,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|2,4.599609,-75.399521,53.07,3643,0,0.0,2,64.84,18.46,55.99,11.77,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|3,4.599609,-75.399521,53.07,3643,0,0.0,3,64.74,17.04,55.4,11.67,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|4,4.599609,-75.399521,53.07,3643,0,0.0,4,63.63,16.46,53.15,10.56,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|5,4.599609,-75.399521,53.07,3643,0,0.0,5,62.83,16.12,51.47,9.76,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|6,4.599609,-75.399521,53.07,3643,0,0.0,6,63.33,16.33,52.0,10.26,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|7,4.599609,-75.399521,53.07,3643,0,0.0,7,64.18,18.1,54.56,11.11,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|8,4.599609,-75.399521,53.07,3643,0,0.0,8,64.38,20.31,56.12,11.31,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|9,4.599609,-75.399521,53.07,3643,0,0.0,9,65.32,20.08,57.73,12.25,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|10,4.599609,-75.399521,53.07,3643,0,0.0,10,62.44,17.07,50.36,9.37,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|11,4.599609,-75.399521,53.07,3643,0,0.0,11,60.46,16.17,44.35,7.39,2026-04-14 09:57:56.419936-05
4.599609|-75.399521|12,4.599609,-75.399521,53.07,3643,0,0.0,12,61.78,17.07,48.51,8.71,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|1,5.399613,-75.399521,53.01,3643,0,0.0,1,61.8,18.87,48.82,8.79,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|2,5.399613,-75.399521,53.01,3643,0,0.0,2,64.84,18.46,55.99,11.83,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|3,5.399613,-75.399521,53.01,3643,0,0.0,3,64.74,17.04,55.4,11.73,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|4,5.399613,-75.399521,53.01,3643,0,0.0,4,63.63,16.46,53.15,10.62,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|5,5.399613,-75.399521,53.01,3643,0,0.0,5,62.83,16.12,51.47,9.82,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|6,5.399613,-75.399521,53.01,3643,0,0.0,6,63.33,16.33,52.0,10.32,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|7,5.399613,-75.399521,53.01,3643,0,0.0,7,64.18,18.1,54.56,11.17,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|8,5.399613,-75.399521,53.01,3643,0,0.0,8,64.38,20.31,56.12,11.37,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|9,5.399613,-75.399521,53.01,3643,0,0.0,9,65.32,20.08,57.73,12.31,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|10,5.399613,-75.399521,53.01,3643,0,0.0,10,62.44,17.07,50.36,9.43,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|11,5.399613,-75.399521,53.01,3643,0,0.0,11,60.46,16.17,44.35,7.45,2026-04-14 09:57:56.419936-05
5.399613|-75.399521|12,5.399613,-75.399521,53.01,3643,0,0.0,12,61.78,17.07,48.51,8.77,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|1,4.499609,-75.399521,52.11,3643,0,0.0,1,61.8,18.87,48.82,9.69,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|2,4.499609,-75.399521,52.11,3643,0,0.0,2,64.84,18.46,55.99,12.73,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|3,4.499609,-75.399521,52.11,3643,0,0.0,3,64.74,17.04,55.4,12.63,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|4,4.499609,-75.399521,52.11,3643,0,0.0,4,63.63,16.46,53.15,11.52,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|5,4.499609,-75.399521,52.11,3643,0,0.0,5,62.83,16.12,51.47,10.72,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|6,4.499609,-75.399521,52.11,3643,0,0.0,6,63.33,16.33,52.0,11.22,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|7,4.499609,-75.399521,52.11,3643,0,0.0,7,64.18,18.1,54.56,12.07,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|8,4.499609,-75.399521,52.11,3643,0,0.0,8,64.38,20.31,56.12,12.27,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|9,4.499609,-75.399521,52.11,3643,0,0.0,9,65.32,20.08,57.73,13.21,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|10,4.499609,-75.399521,52.11,3643,0,0.0,10,62.44,17.07,50.36,10.33,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|11,4.499609,-75.399521,52.11,3643,0,0.0,11,60.46,16.17,44.35,8.35,2026-04-14 09:57:56.419936-05
4.499609|-75.399521|12,4.499609,-75.399521,52.11,3643,0,0.0,12,61.78,17.07,48.51,9.67,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|1,4.69961,-75.499522,52.08,3643,0,0.0,1,61.8,18.87,48.82,9.72,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|2,4.69961,-75.499522,52.08,3643,0,0.0,2,64.84,18.46,55.99,12.76,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|3,4.69961,-75.499522,52.08,3643,0,0.0,3,64.74,17.04,55.4,12.66,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|4,4.69961,-75.499522,52.08,3643,0,0.0,4,63.63,16.46,53.15,11.55,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|5,4.69961,-75.499522,52.08,3643,0,0.0,5,62.83,16.12,51.47,10.75,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|6,4.69961,-75.499522,52.08,3643,0,0.0,6,63.33,16.33,52.0,11.25,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|7,4.69961,-75.499522,52.08,3643,0,0.0,7,64.18,18.1,54.56,12.1,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|8,4.69961,-75.499522,52.08,3643,0,0.0,8,64.38,20.31,56.12,12.3,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|9,4.69961,-75.499522,52.08,3643,0,0.0,9,65.32,20.08,57.73,13.24,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|10,4.69961,-75.499522,52.08,3643,0,0.0,10,62.44,17.07,50.36,10.36,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|11,4.69961,-75.499522,52.08,3643,0,0.0,11,60.46,16.17,44.35,8.38,2026-04-14 09:57:56.419936-05
4.69961|-75.499522|12,4.69961,-75.499522,52.08,3643,0,0.0,12,61.78,17.07,48.51,9.7,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|1,4.79961,-75.599522,51.89,3643,48,1.32,1,61.8,18.87,48.82,9.91,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|2,4.79961,-75.599522,51.89,3643,48,1.32,2,64.84,18.46,55.99,12.95,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|3,4.79961,-75.599522,51.89,3643,48,1.32,3,64.74,17.04,55.4,12.85,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|4,4.79961,-75.599522,51.89,3643,48,1.32,4,63.63,16.46,53.15,11.74,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|5,4.79961,-75.599522,51.89,3643,48,1.32,5,62.83,16.12,51.47,10.94,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|6,4.79961,-75.599522,51.89,3643,48,1.32,6,63.33,16.33,52.0,11.44,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|7,4.79961,-75.599522,51.89,3643,48,1.32,7,64.18,18.1,54.56,12.29,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|8,4.79961,-75.599522,51.89,3643,48,1.32,8,64.38,20.31,56.12,12.49,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|9,4.79961,-75.599522,51.89,3643,48,1.32,9,65.32,20.08,57.73,13.43,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|10,4.79961,-75.599522,51.89,3643,48,1.32,10,62.44,17.07,50.36,10.55,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|11,4.79961,-75.599522,51.89,3643,48,1.32,11,60.46,16.17,44.35,8.57,2026-04-14 09:57:56.419936-05
4.79961|-75.599522|12,4.79961,-75.599522,51.89,3643,48,1.32,12,61.78,17.07,48.51,9.89,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|1,5.599614,-75.899524,51.67,3643,7,0.19,1,61.8,18.87,48.82,10.13,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|2,5.599614,-75.899524,51.67,3643,7,0.19,2,64.84,18.46,55.99,13.17,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|3,5.599614,-75.899524,51.67,3643,7,0.19,3,64.74,17.04,55.4,13.07,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|4,5.599614,-75.899524,51.67,3643,7,0.19,4,63.63,16.46,53.15,11.96,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|5,5.599614,-75.899524,51.67,3643,7,0.19,5,62.83,16.12,51.47,11.16,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|6,5.599614,-75.899524,51.67,3643,7,0.19,6,63.33,16.33,52.0,11.66,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|7,5.599614,-75.899524,51.67,3643,7,0.19,7,64.18,18.1,54.56,12.51,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|8,5.599614,-75.899524,51.67,3643,7,0.19,8,64.38,20.31,56.12,12.71,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|9,5.599614,-75.899524,51.67,3643,7,0.19,9,65.32,20.08,57.73,13.65,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|10,5.599614,-75.899524,51.67,3643,7,0.19,10,62.44,17.07,50.36,10.77,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|11,5.599614,-75.899524,51.67,3643,7,0.19,11,60.46,16.17,44.35,8.79,2026-04-14 09:57:56.419936-05
5.599614|-75.899524|12,5.599614,-75.899524,51.67,3643,7,0.19,12,61.78,17.07,48.51,10.11,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|1,5.399613,-75.299521,51.48,3643,0,0.0,1,61.8,18.87,48.82,10.32,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|2,5.399613,-75.299521,51.48,3643,0,0.0,2,64.84,18.46,55.99,13.36,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|3,5.399613,-75.299521,51.48,3643,0,0.0,3,64.74,17.04,55.4,13.26,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|4,5.399613,-75.299521,51.48,3643,0,0.0,4,63.63,16.46,53.15,12.15,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|5,5.399613,-75.299521,51.48,3643,0,0.0,5,62.83,16.12,51.47,11.35,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|6,5.399613,-75.299521,51.48,3643,0,0.0,6,63.33,16.33,52.0,11.85,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|7,5.399613,-75.299521,51.48,3643,0,0.0,7,64.18,18.1,54.56,12.7,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|8,5.399613,-75.299521,51.48,3643,0,0.0,8,64.38,20.31,56.12,12.9,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|9,5.399613,-75.299521,51.48,3643,0,0.0,9,65.32,20.08,57.73,13.84,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|10,5.399613,-75.299521,51.48,3643,0,0.0,10,62.44,17.07,50.36,10.96,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|11,5.399613,-75.299521,51.48,3643,0,0.0,11,60.46,16.17,44.35,8.98,2026-04-14 09:57:56.419936-05
5.399613|-75.299521|12,5.399613,-75.299521,51.48,3643,0,0.0,12,61.78,17.07,48.51,10.3,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|1,5.499613,-75.799523,51.46,3643,0,0.0,1,61.8,18.87,48.82,10.34,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|2,5.499613,-75.799523,51.46,3643,0,0.0,2,64.84,18.46,55.99,13.38,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|3,5.499613,-75.799523,51.46,3643,0,0.0,3,64.74,17.04,55.4,13.28,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|4,5.499613,-75.799523,51.46,3643,0,0.0,4,63.63,16.46,53.15,12.17,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|5,5.499613,-75.799523,51.46,3643,0,0.0,5,62.83,16.12,51.47,11.37,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|6,5.499613,-75.799523,51.46,3643,0,0.0,6,63.33,16.33,52.0,11.87,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|7,5.499613,-75.799523,51.46,3643,0,0.0,7,64.18,18.1,54.56,12.72,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|8,5.499613,-75.799523,51.46,3643,0,0.0,8,64.38,20.31,56.12,12.92,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|9,5.499613,-75.799523,51.46,3643,0,0.0,9,65.32,20.08,57.73,13.86,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|10,5.499613,-75.799523,51.46,3643,0,0.0,10,62.44,17.07,50.36,10.98,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|11,5.499613,-75.799523,51.46,3643,0,0.0,11,60.46,16.17,44.35,9.0,2026-04-14 09:57:56.419936-05
5.499613|-75.799523|12,5.499613,-75.799523,51.46,3643,0,0.0,12,61.78,17.07,48.51,10.32,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|1,4.79961,-75.499522,51.27,3643,0,0.0,1,61.8,18.87,48.82,10.53,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|2,4.79961,-75.499522,51.27,3643,0,0.0,2,64.84,18.46,55.99,13.57,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|3,4.79961,-75.499522,51.27,3643,0,0.0,3,64.74,17.04,55.4,13.47,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|4,4.79961,-75.499522,51.27,3643,0,0.0,4,63.63,16.46,53.15,12.36,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|5,4.79961,-75.499522,51.27,3643,0,0.0,5,62.83,16.12,51.47,11.56,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|6,4.79961,-75.499522,51.27,3643,0,0.0,6,63.33,16.33,52.0,12.06,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|7,4.79961,-75.499522,51.27,3643,0,0.0,7,64.18,18.1,54.56,12.91,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|8,4.79961,-75.499522,51.27,3643,0,0.0,8,64.38,20.31,56.12,13.11,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|9,4.79961,-75.499522,51.27,3643,0,0.0,9,65.32,20.08,57.73,14.05,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|10,4.79961,-75.499522,51.27,3643,0,0.0,10,62.44,17.07,50.36,11.17,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|11,4.79961,-75.499522,51.27,3643,0,0.0,11,60.46,16.17,44.35,9.19,2026-04-14 09:57:56.419936-05
4.79961|-75.499522|12,4.79961,-75.499522,51.27,3643,0,0.0,12,61.78,17.07,48.51,10.51,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|1,4.099607,-75.599522,51.25,3643,0,0.0,1,61.8,18.87,48.82,10.55,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|2,4.099607,-75.599522,51.25,3643,0,0.0,2,64.84,18.46,55.99,13.59,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|3,4.099607,-75.599522,51.25,3643,0,0.0,3,64.74,17.04,55.4,13.49,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|4,4.099607,-75.599522,51.25,3643,0,0.0,4,63.63,16.46,53.15,12.38,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|5,4.099607,-75.599522,51.25,3643,0,0.0,5,62.83,16.12,51.47,11.58,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|6,4.099607,-75.599522,51.25,3643,0,0.0,6,63.33,16.33,52.0,12.08,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|7,4.099607,-75.599522,51.25,3643,0,0.0,7,64.18,18.1,54.56,12.93,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|8,4.099607,-75.599522,51.25,3643,0,0.0,8,64.38,20.31,56.12,13.13,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|9,4.099607,-75.599522,51.25,3643,0,0.0,9,65.32,20.08,57.73,14.07,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|10,4.099607,-75.599522,51.25,3643,0,0.0,10,62.44,17.07,50.36,11.19,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|11,4.099607,-75.599522,51.25,3643,0,0.0,11,60.46,16.17,44.35,9.21,2026-04-14 09:57:56.419936-05
4.099607|-75.599522|12,4.099607,-75.599522,51.25,3643,0,0.0,12,61.78,17.07,48.51,10.53,2026-04-14 09:57:56.419936-05
4.199607|-75.599522|1,4.199607,-75.599522,51.24,3643,0,0.0,1,61.8,18.87,48.82,10.56,2026-04-14 09:57:56.419936-05
4.199607|-75.599522|2,4.199607,-75.599522,51.24,3643,0,0.0,2,64.84,18.46,55.99,13.6,2026-04-14 09:57:56.419936-05
4.199607|-75.599522|3,4.199607,-75.599522,51.24,3643,0,0.0,3,64.74,17.04,55.4,13.5,2026-04-14 09:57:56.419936-05
4.199607|-75.599522|4,4.199607,-75.599522,51.24,3643,0,0.0,4,63.63,16.46,53.15,12.39,2026-04-14 09:57:56.419936-05
4.199607|-75.599522|5,4.199607,-75.599522,51.24,3643,0,0.0,5,62.83,16.12,51.47,11.59,2026-04-14 09:57:56.419936-05
4.199607|-75.599522|6,4.199607,-75.599522,51.24,3643,0,0.0,6,63.33,16.33,52.0,12.09,2026-04-14 09:57:56.419936-05
4.199607|-75.599522|7,4.199607,-75.599522,51.24,3643,0,0.0,7,64.18,18.1,54.56,12.94,2026-04-14 09:57:56.419936-05
4.199607|-75.599522|8,4.199607,-75.599522,51.24,3643,0,0.0,8,64.38,20.31,56.12,13.14,2026-04-14 09:57:56.419936-05
